the_geom,name,bin,doitt_id,shape_area,base_bbl,objectid,construction_year,feature_code,geometry_source,ground_elevation,height_roof,last_edited_date,last_status_type,map_pluto_bbl,length,geometry
"MULTIPOLYGON (((-73.997625482746 40.711058126392, -73.997621301067 40.711043998189, -73.997617683351 40.711044618566, -73.997612271074 40.711026334479, -73.997595986929 40.710971321025, -73.997600453153 40.710970555684, -73.997523620309 40.710710997072, -73.997505837129 40.710650921798, -73.997504706968 40.710651115384, -73.997501314121 40.71065169704, -73.997493212368 40.710624329434, -73.997479435734 40.710577788923, -73.997481223871 40.710577482788, -73.997485273508 40.710576788582, -73.997484867652 40.710575416195, -73.997477340975 40.710549990101, -73.997506850534 40.710544932573, -73.997542142237 40.710538883698, -73.997542691268 40.710540738763, -73.997546512006 40.710553644968, -73.998086990819 40.710461003427, -73.998088887631 40.710467412396, -73.998116368744 40.710462701374, -73.998114057779 40.710454897508, -73.99811339632 40.710452662429, -73.998173785637 40.710442311126, -73.998174430531 40.710444488572, -73.998178748369 40.710459071516, -73.998186367151 40.710457765895, -73.99818698134 40.710457660545, -73.998208925553 40.710531788255, -73.998208008411 40.71053194583, -73.998200964758 40.710533152405, -73.99821886213 40.710593611193, -73.998295155591 40.710851336796, -73.998300133034 40.710850483185, -73.998321957988 40.710924207439, -73.99831593085 40.710925240237, -73.998330764837 40.710975347585, -73.998231522285 40.710992358559, -73.998160604793 40.711004514348, -73.998143962845 40.710948296981, -73.998142860009 40.71094457155, -73.998073321233 40.710956490472, -73.997788912694 40.711005239932, -73.997795920081 40.711028912699, -73.997625482746 40.711058126392)))",,1083359,933943,"5.890,1796875",1001110150,713.376,1.95,2.1,Photogrammetric,9.0,"68,76448575",2017 Aug 22 05:40:53 PM,constructed,1001110150,"337,49929522609",POINT (-73.997904 40.710749)
"MULTIPOLYGON (((-74.013544418394 40.702861526041, -74.013544258793 40.702769047986, -74.013579261892 40.702767665177, -74.013561985555 40.70251440993, -74.0135619587 40.702498734721, -74.013561907789 40.702469506809, -74.013635555115 40.70246943327, -74.013675131479 40.702474410206, -74.013739779127 40.702504009539, -74.013730600049 40.702524467565, -74.013725856163 40.702535040141, -74.0138208967 40.702568059546, -74.013845413305 40.702576577243, -74.013842721229 40.702581539388, -74.01376179792 40.702730727006, -74.013649728098 40.702717323625, -74.013649985923 40.702866927446, -74.013636934481 40.7028669407, -74.013544418394 40.702861526041)))",,1000019,317975,"1.097,0703125",1000090007,1.047.305,1.793,2.1,Photogrammetric,7.0,"60,31",2020 Jan 28 05:17:10 PM,constructed,1000090007,"172,69103703993",POINT (-74.013663 40.702643)
"MULTIPOLYGON (((-73.993722823122 40.715688208611, -73.99377638831 40.715584828419, -73.993857244732 40.715609084406, -73.993796956185 40.71572544153, -73.993790589015 40.715737729552, -73.993709732461 40.715713474419, -73.993722823122 40.715688208611)))",,1081955,687679,"196,4921875",1003010010,68.119,1.9,2.1,Photogrammetric,43.0,"42,46",2018 Dec 07 06:34:14 PM,constructed,1003010010,"59,95787501747",POINT (-73.993783 40.715661)
"MULTIPOLYGON (((-73.991141135859 40.715684085715, -73.991173247607 40.715621771058, -73.991390583238 40.715686611655, -73.991358471662 40.715748926372, -73.991141135859 40.715684085715)))",,1003846,470447,"255,46484375",1002980010,68.741,1.9,2.1,Photogrammetric,37.0,"41,06",2017 Aug 22 05:51:31 PM,constructed,1002980010,"71,65162899925",POINT (-73.991266 40.715685)
"MULTIPOLYGON (((-73.992803593853 40.715512791241, -73.992754317218 40.715497865793, -73.992685249727 40.715476946171, -73.992698847184 40.715452409025, -73.992761348955 40.715339621334, -73.992790712321 40.715286634439, -73.992960241293 40.715341024952, -73.992956055676 40.715348578178, -73.99297778736 40.715355549456, -73.992920926358 40.715458159141, -73.992913135123 40.715472220133, -73.992878139629 40.715535370771, -73.992803593853 40.715512791241)))",,1003898,653473,"692,32421875",1003000030,734.770,1.966,2.1,Photogrammetric,42.0,"26,84",2017 Aug 22 07:33:05 PM,constructed,1003000030,"106,40741638588",POINT (-73.992833 40.715412)
"MULTIPOLYGON (((-73.999810069843 40.717728736764, -73.999908312659 40.717570631608, -74.000011003924 40.717607572371, -74.000103688548 40.717640912812, -73.999967671266 40.717804853435, -73.999948850706 40.71782753728, -73.999810069843 40.717728736764)))",,1079010,725255,"645,7578125",1001980027,191.889,1.976,2.1,Photogrammetric,15.0,"26,32",2017 Aug 22 05:49:59 PM,constructed,1001980027,"103,31656224035",POINT (-73.999948 40.717691)
"MULTIPOLYGON (((-74.009585583598 40.709530402811, -74.009680487621 40.709424498357, -74.009704993813 40.709437215112, -74.009785082807 40.709347842503, -74.009886529021 40.709400484019, -74.009805895831 40.70949046369, -74.009891888429 40.709535086564, -74.009953166975 40.709466704568, -74.010042047328 40.709512825531, -74.010069388052 40.709527013397, -74.009913748909 40.709700693185, -74.009811631184 40.709647703254, -74.009585583598 40.709530402811)))",,1001088,147999,"1.236,890625",1000640016,1.040.510,1.903,2.1,Photogrammetric,29.0,"245,67",2019 Jan 22 05:36:56 PM,constructed,1000647502,"182,15789426851",POINT (-74.009825 40.709533)
"MULTIPOLYGON (((-74.010707709043 40.715721891878, -74.01064125332 40.715691949766, -74.010628891875 40.71570783231, -74.010624277093 40.715705752557, -74.010618453119 40.715713235436, -74.010550019683 40.715682401948, -74.010547716437 40.715681364772, -74.010581254587 40.715638268667, -74.010678302468 40.715513564223, -74.010679612324 40.715511881047, -74.010681014474 40.715510078996, -74.010682361386 40.715510685815, -74.0108310201 40.715577665396, -74.0108269308 40.71558292116, -74.010824905081 40.715585523825, -74.010783872419 40.715638249861, -74.010765569924 40.715661768405, -74.010724041385 40.715715132027, -74.010715843898 40.715711438896, -74.010707709043 40.715721891878)))",,1079162,766896,"526,1953125",1001370013,460.330,1.92,2.1,Other (Manual),14.0,147,2017 Aug 22 07:42:14 PM,constructed,1001377503,"97,2653188396",POINT (-74.010691 40.715622)
"MULTIPOLYGON (((-74.01041040739 40.704349202444, -74.010472978034 40.70431417046, -74.010485095077 40.704307386702, -74.010608717395 40.704508711791, -74.010614585704 40.704518268381, -74.010561485738 40.704543806377, -74.010481689276 40.704441021157, -74.01041040739 40.704349202444)))",,1000846,682283,"288,98046875",1000290048,1.049.675,1.839,2.1,Photogrammetric,12.0,"56,83",2020 Jan 28 05:21:41 PM,constructed,1000290048,"84,65123037743",POINT (-74.010514 40.704423)
"MULTIPOLYGON (((-74.014353473486 40.718325672519, -74.014385285452 40.718285121279, -74.014491543954 40.718149670328, -74.014536276401 40.718092648888, -74.014544551337 40.718096407472, -74.014560037173 40.718076668133, -74.014563268515 40.718072547891, -74.014565461 40.71806975333, -74.014574104052 40.718073678461, -74.014688283098 40.718125531531, -74.014682858096 40.71813244634, -74.014843041442 40.718205191517, -74.014833716608 40.718217078552, -74.014826437531 40.718226357446, -74.014837294063 40.71823128724, -74.014843310609 40.718234019513, -74.014827387034 40.718254317262, -74.014790875654 40.718300861223, -74.014730832554 40.718377401476, -74.014727378988 40.718377463152, -74.0147210932 40.718377509882, -74.014716599282 40.718377490646, -74.01471037974 40.718377391484, -74.014708276572 40.718377339523, -74.014705521265 40.718377256128, -74.014702096063 40.718377129594, -74.014700107691 40.718377044299, -74.014697694421 40.718376929342, -74.014695335592 40.718376804472, -74.014693317625 40.718376688564, -74.014688811713 40.718397427887, -74.014379905535 40.718358570258, -74.014378414125 40.71835789326, -74.014390499506 40.718342487624, -74.014353473486 40.718325672519)))",,1085486,941742,"1.575,01171875",1000160210,527.905,1.998,2.1,Photogrammetric,13.0,"441,34",2017 Aug 22 06:48:35 PM,constructed,1000160210,"163,4158747383",POINT (-74.014604 40.718253)
"MULTIPOLYGON (((-74.007031458959 40.709488315422, -74.006991395432 40.709465648395, -74.006972670369 40.709484812409, -74.006928064766 40.709459574676, -74.006865539344 40.70942419734, -74.006861755844 40.70942205615, -74.006739397558 40.709352826679, -74.007016048632 40.709069806492, -74.007228980998 40.70919031503, -74.00727930735 40.709218796827, -74.007313538709 40.709183771075, -74.007392639615 40.709228537636, -74.007399822005 40.709232602982, -74.007541654559 40.709312870744, -74.0072920835 40.709568229472, -74.007074198198 40.709444574075, -74.007031458959 40.709488315422)))",,1079063,171017,"3.366,70703125",1000780004,632.035,1.912,2.1,Photogrammetric,28.0,"335,41",2017 Aug 22 07:06:46 PM,constructed,1000780004,"252,82824298719",POINT (-74.007138 40.709325)
"MULTIPOLYGON (((-73.995325836428 40.711593879858, -73.995335868156 40.711663671661, -73.995311988885 40.71166565902, -73.995307111005 40.711662900556, -73.995291712797 40.711672505678, -73.995304475693 40.711761295672, -73.995322448981 40.71176961082, -73.995325669365 40.711765581165, -73.995350223228 40.711763537098, -73.99535555198 40.711800609546, -73.995360329527 40.711833853898, -73.995259150645 40.711842274958, -73.995184528008 40.711848485387, -73.995174420709 40.711778168572, -73.995196050318 40.711776368455, -73.995204190884 40.711779453944, -73.995220092196 40.711768318888, -73.995211265881 40.71170690638, -73.995166198424 40.711710657827, -73.995151498254 40.711608388887, -73.995325836428 40.711593879858)))",,1003296,708848,"569,875",1002760014,995.319,1.915,2.1,Photogrammetric,21.0,"65,09",2017 Aug 22 06:06:35 PM,constructed,1002760014,"129,84422864702",POINT (-73.995253 40.71172)
"MULTIPOLYGON (((-74.001753273191 40.718957592025, -74.001627020956 40.718900714066, -74.001533657809 40.718858651626, -74.001458701548 40.718824882574, -74.001510880539 40.718762581013, -74.002047461075 40.71900431913, -74.001994633798 40.719066328278, -74.001753273191 40.718957592025)))",,1002339,786831,"752,36328125",1001960007,1.032.406,1.868,2.1,Photogrammetric,13.0,"75,45",2020 Jan 28 05:23:28 PM,constructed,1001960007,"160,57081321055",POINT (-74.001753 40.718915)
"MULTIPOLYGON (((-73.997516648988 40.715222753853, -73.997546339753 40.715173718992, -73.997598387844 40.71508776096, -73.99762829863 40.715038361375, -73.997644722795 40.715011236535, -73.997696306666 40.715029319828, -73.997715774742 40.715036144284, -73.997680996069 40.715093583552, -73.997693205936 40.715097863923, -73.997632951182 40.715197378115, -73.997599912185 40.715251942062, -73.997559981819 40.71523794459, -73.997516648988 40.715222753853)))",,1001797,575874,"335,15234375",1001630029,557.505,1.983,2.1,Photogrammetric,37.0,"60,61",2017 Aug 22 06:47:33 PM,constructed,1001630029,"88,78461672496",POINT (-73.997619 40.715134)
"MULTIPOLYGON (((-74.004553476584 40.717844256062, -74.004685786182 40.717675801318, -74.004727930274 40.717622143595, -74.004882490224 40.71769242196, -74.004855594608 40.717726664998, -74.004708036865 40.717914533759, -74.004624055301 40.71787634833, -74.004553476584 40.717844256062)))",,1001900,567276,"761,74609375",1001740023,627.722,1.862,2.1,Photogrammetric,24.0,"76,17",2020 Jan 28 05:21:17 PM,constructed,1001740023,"116,05860543339",POINT (-74.004718 40.717768)
"MULTIPOLYGON (((-73.99865859329 40.715998357213, -73.998641360455 40.715992280367, -73.998611916351 40.715981897132, -73.998631013962 40.71595054429, -73.998596989767 40.715938545481, -73.998615299135 40.715908486666, -73.998634890644 40.715915395615, -73.998791405095 40.715970589642, -73.998759805851 40.716022468611, -73.998753999415 40.716032001351, -73.99865859329 40.715998357213)))",,1077579,778162,"193,609375",1002000031,942.310,1.91,2.1,Photogrammetric,30.0,"53,48",2009 Feb 14 12:00:00 AM,constructed,1002000031,"63,11265579269",POINT (-73.998693 40.715971)
"MULTIPOLYGON (((-73.99838978344 40.7177188552, -73.998322194924 40.717694778197, -73.998359961727 40.717633402668, -73.99845214849 40.717666241946, -73.998547250359 40.717700120376, -73.998509484873 40.717761495966, -73.998410154213 40.717726111794, -73.99838978344 40.7177188552)))",,1079550,452555,"229,13671875",1002060022,418.106,1.91,2.1,Photogrammetric,30.0,"48,56",2017 Aug 22 06:00:36 PM,constructed,1002060022,"65,96688682385",POINT (-73.998435 40.717697)
"MULTIPOLYGON (((-74.011099185361 40.703376649241, -74.011096187705 40.70336704377, -74.011110216212 40.703364508376, -74.01111558931 40.703363537105, -74.011103885188 40.703326033716, -74.011162436648 40.703315449738, -74.011175913118 40.703358630677, -74.011212143948 40.703352081332, -74.011253507929 40.703479312418, -74.01117711356 40.703496266596, -74.011158316687 40.70350043869, -74.011124350243 40.703391607015, -74.011118470945 40.703372768874, -74.011114899936 40.703373487828, -74.011099185361 40.703376649241)))",,1000013,32872,"260,33984375",1000070037,1.047.748,1.831,2.1,Photogrammetric,7.0,"64,73",2020 Jan 28 05:22:13 PM,constructed,1000070037,"78,4606330913",POINT (-74.011177 40.703411)
"MULTIPOLYGON (((-73.99471062603 40.716768229473, -73.994723496359 40.716743280525, -73.994744253637 40.716703044873, -73.994746417048 40.716703691538, -73.994811275635 40.716723062653, -73.994877850316 40.716742946199, -73.994962217593 40.716768143496, -73.994986961963 40.716775534163, -73.994953334557 40.716840718833, -73.994942686705 40.716837538664, -73.994850800646 40.716810095145, -73.99471062603 40.716768229473)))",,1003914,619712,"298,51953125",1003030024,478.183,1.91,2.1,Photogrammetric,41.0,"54,32",2017 Aug 22 05:33:15 PM,constructed,1003030024,"78,63937131583",POINT (-73.994849 40.716772)
"MULTIPOLYGON (((-73.990757972095 40.714454722797, -73.990739068 40.714321791509, -73.99082946611 40.714314348819, -73.990845299868 40.714425687406, -73.99084911407 40.714452513019, -73.990805540444 40.714456100784, -73.99077129151 40.714458920244, -73.990757972095 40.714454722797)))",,1003602,254179,"206,04296875",1002830077,408.545,1.91,2.1,Photogrammetric,36.0,"56,4",2017 Aug 22 07:14:41 PM,constructed,1002830077,"60,48725962748",POINT (-73.990794 40.714387)
"MULTIPOLYGON (((-74.013953410928 40.708195104012, -74.013669156333 40.708107241915, -74.013658570499 40.708103969813, -74.013680509024 40.708053048695, -74.013730650005 40.70806858735, -74.013779293962 40.708083661499, -74.014001005074 40.70815236897, -74.014000822908 40.708152710286, -74.013974685615 40.708201679666, -74.013953410928 40.708195104012)))",,1001058,129483,"299,63671875",1000530041,364.550,1.8,2.1,Photogrammetric,10.0,"49,15",2020 Jan 28 05:23:48 PM,constructed,1000530041,"92,22453127654",POINT (-74.013829 40.708128)
"MULTIPOLYGON (((-74.00044205836 40.718839335171, -74.000623888345 40.718690754669, -74.000682389224 40.718732199411, -74.000505377467 40.718876842052, -74.00044205836 40.718839335171)))",,1002690,430791,"261,8125",1002090025,1.026.505,1.868,2.1,Photogrammetric,14.0,"67,56038761",2020 Jan 28 05:15:41 PM,constructed,1002090025,"76,60089270039",POINT (-74.000563 40.718785)
"MULTIPOLYGON (((-74.001097446898 40.708755886273, -74.001108429951 40.708766269062, -74.001224755138 40.708876232009, -74.001248879841 40.708899038097, -74.001257412127 40.708907102982, -74.001224579752 40.708927115398, -74.001218704191 40.708921534092, -74.001212209899 40.708925492808, -74.001204703619 40.708918362639, -74.001174485272 40.708936782008, -74.001023827512 40.708793653494, -74.001025070044 40.708793015921, -74.001097446898 40.708755886273)))",,1086078,1114709,"274,51953125",1001060002,24.581,2.008,2.1,Photogrammetric,11.0,"75,2255282",2017 Aug 22 05:46:26 PM,constructed,1001060002,"77,57240366098",POINT (-74.001139 40.708848)
"MULTIPOLYGON (((-74.007323917374 40.707874073126, -74.00732947143 40.707868431069, -74.007276009499 40.707833694535, -74.007298908441 40.707810434677, -74.007291839817 40.707806405337, -74.007272012643 40.707795101572, -74.007266590725 40.707807929699, -74.007009904176 40.707705296332, -74.007009043841 40.707704952389, -74.007038114879 40.707667409196, -74.007051541735 40.707650069928, -74.007095365914 40.707593474597, -74.007105990622 40.707598863502, -74.007216961992 40.707655143059, -74.007276751843 40.707685465815, -74.007252133713 40.707710472769, -74.007366815487 40.707758552791, -74.007517511835 40.707692695853, -74.007485679003 40.707655568943, -74.007515646033 40.707632812869, -74.007598868742 40.707569614917, -74.007718410525 40.707740057555, -74.00777062407 40.707814502917, -74.007672879592 40.707892581109, -74.0076688175 40.707895825922, -74.00764816243 40.707868638158, -74.007609826561 40.707818180546, -74.007514918906 40.707858795342, -74.007512862331 40.707859675276, -74.007543700642 40.707901833399, -74.007532179768 40.707914893369, -74.00747544779 40.707972519889, -74.007323917374 40.707874073126)))",,1001112,191059,"2.012,77734375",1000680011,169.674,1.925,2.1,Photogrammetric,16.0,"168,77",2017 Aug 22 05:50:12 PM,constructed,1000680011,"282,32789473055",POINT (-74.007432 40.707762)
"MULTIPOLYGON (((-73.999342301291 40.716535751689, -73.999380318588 40.716474161496, -73.999416043894 40.716486928217, -73.99942176733 40.716488973304, -73.999461968673 40.716503339339, -73.999423950252 40.716564929559, -73.999398975881 40.716556005375, -73.999342301291 40.716535751689)))",,1079418,87293,"100,35546875",1001990023,498.546,1.88,2.1,Photogrammetric,24.0,"47,81",2009 Feb 14 12:00:00 AM,constructed,1001990023,"40,07113694334",POINT (-73.999402 40.71652)
