borough;neighborhood;bin;numfloors;house_number;street_name;full_street_name;zipcode;full_address;streetview_image_usable_flag;streetview_stairs_detected;streetview_gate_detected;streetview_ramp_or_barrier_detected;streetview_amr_can_reach_door_flag;amr_accessibility_probability_estimated;amr_index_estimated
Manhattan;Midtown-Times Square;1024726;2.5;;;;;;True;True;False;False;False;0.637433484;63.74334837
Manhattan;Chelsea-Hudson Yards;1012689;4;425;22;W  22 ST;10011;425 W  22 ST;True;True;True;False;False;0.136069447;13.60694471
Manhattan;Hell's Kitchen;1025194;5;768;9;9 AVE;10019;768 9 AVE;True;False;False;False;True;0.223394547;22.33945469
Manhattan;Hell's Kitchen;1027071;2;508;57;W  57 ST;10019;508 W  57 ST;True;False;False;False;True;0.56526485;56.52648497
Manhattan;Midtown South-Flatiron-Union Square;1015312;10;4;16;W  16 ST;10011;4 W  16 ST;True;True;False;False;False;0.825598428;82.55984283
Manhattan;Chelsea-Hudson Yards;1012691;11;;;;;;True;False;False;True;True;0.847112103;84.71121032
Manhattan;Midtown-Times Square;1024661;3;;;;;;True;False;False;True;False;0.690040081;69.0040081
Manhattan;Upper West Side-Lincoln Square;1029786;7;135;70;W  70 ST;10023;135 W  70 ST;True;False;False;False;True;0.397298281;39.72982815
Manhattan;Upper West Side-Lincoln Square;1027462;4;1881;BROADWAY;BROADWAY;10023;1881 BROADWAY;True;False;False;False;True;0.867226985;86.7226985
Manhattan;Midtown-Times Square;1022710;20;148;51;W  51 ST;10020;148 W  51 ST;True;False;True;False;False;0.859198905;85.91989054
Manhattan;Midtown South-Flatiron-Union Square;1016954;6;11;30;E  30 ST;10016;11 E  30 ST;True;False;False;False;True;0.778843943;77.88439428
Manhattan;Upper West Side (Central);1031584;3;65;89;W  89 ST;10024;65 W  89 ST;True;True;True;False;False;0.053063526;5.306352571
Manhattan;Hell's Kitchen;1026383;4;450;44;W  44 ST;10036;450 W  44 ST;True;True;True;False;False;0.485280245;48.52802449
Manhattan;Gramercy;1019641;6;229;21;E  21 ST;10010;229 E  21 ST;True;True;True;False;False;0.704878798;70.48787978
Manhattan;Midtown South-Flatiron-Union Square;1015151;5;134;30;W  30 ST;10001;134 W  30 ST;True;False;True;False;False;0.489889724;48.98897235
Manhattan;Midtown South-Flatiron-Union Square;1015391;4;5;16;W  16 ST;10011;5 W  16 ST;True;True;False;False;False;0.150193243;15.01932425
Manhattan;Midtown South-Flatiron-Union Square;1016086;4;35;UNION;UNION SQ;10003;35 UNION SQ;True;False;False;False;False;0.776776648;77.67766481
Manhattan;Upper West Side (Central);1031119;3.5;307;78;W  78 ST;10024;307 W  78 ST;True;True;False;False;False;0.058700573;5.870057316
Manhattan;Upper West Side (Central);1030092;4;156;75;W  75 ST;10023;156 W  75 ST;True;True;True;False;False;0.148419572;14.84195722
Manhattan;Upper West Side (Central);1031170;4;;;;;;True;True;True;False;False;0.119515611;11.95156109
Manhattan;Hell's Kitchen;1026585;5;447;48;W  48 ST;10036;447 W  48 ST;True;True;True;False;False;0.198002667;19.80026673
Manhattan;Hell's Kitchen;1027096;6;645;44;W  44 ST;10036;645 W  44 ST;True;True;False;True;True;0.754921315;75.49213148
Manhattan;Upper West Side-Lincoln Square;1029665;11;104;70;W  70 ST;10023;104 W  70 ST;True;False;False;False;True;0.741956528;74.19565275
Manhattan;Gramercy;1017902;5;116;19;E  19 ST;10003;116 E  19 ST;True;False;False;False;True;0.250867248;25.08672483
Manhattan;Midtown South-Flatiron-Union Square;1014268;14;224;29;W  29 ST;10001;224 W  29 ST;True;False;False;False;True;0.889219104;88.92191044
Manhattan;Upper West Side (Central);1031528;4;52;89;W  89 ST;10024;52 W  89 ST;True;True;True;False;False;0.139155804;13.91558044
Manhattan;Hell's Kitchen;1026938;5;531;45;W  45 ST;10036;531 W  45 ST;True;False;False;False;False;0.165757085;16.57570853
Manhattan;Chelsea-Hudson Yards;1012801;4;;;;;;True;False;False;False;True;0.67670853;67.67085299
Manhattan;Chelsea-Hudson Yards;1014562;3;;;;;;True;False;True;False;True;0.445237567;44.52375672
Manhattan;Upper West Side (Central);1030203;4;123;77;W  77 ST;10024;123 W  77 ST;True;True;True;False;False;0.151819575;15.18195749
Manhattan;Hell's Kitchen;1026695;4;416;51;W  51 ST;10019;416 W  51 ST;True;True;True;False;False;0.145428379;14.5428379
Manhattan;Gramercy;1019538;1;211;16;E  16 ST;10003;211 E  16 ST;True;False;True;False;False;0.176155016;17.61550163
Manhattan;Chelsea-Hudson Yards;1013867;4;259;18;W  18 ST;10011;259 W  18 ST;True;True;True;False;False;0.724210182;72.4210182
Manhattan;Hell's Kitchen;1026550;3;459;47;W  47 ST;10036;459 W  47 ST;True;True;True;False;False;0.112333299;11.23332993
Manhattan;Chelsea-Hudson Yards;1012324;1;545;22;W  22 ST;10011;545 W  22 ST;True;False;False;False;True;0.793092872;79.30928724
Manhattan;Gramercy;1019536;6;205;16;E  16 ST;10003;205 E  16 ST;True;True;False;False;False;0.684361038;68.43610375
Manhattan;Upper West Side-Lincoln Square;1028629;4;;;;;;True;True;True;False;False;0.126685728;12.66857276
Manhattan;Midtown-Times Square;1017119;4;379;5;5 AVE;10016;379 5 AVE;True;False;False;False;True;0.840295399;84.0295399
Manhattan;Chelsea-Hudson Yards;1013081;3;;;;;;True;False;False;False;True;0.720170072;72.01700724
Manhattan;Midtown South-Flatiron-Union Square;1015545;12;40;22;W  22 ST;10010;40 W  22 ST;True;False;False;False;True;0.860191297;86.01912967
Manhattan;Midtown South-Flatiron-Union Square;1015386;3.5;21;16;W  16 ST;10011;21 W  16 ST;True;True;True;False;False;0.098892559;9.889255889
Manhattan;Chelsea-Hudson Yards;1013526;4;319;30;W  30 ST;10001;319 W  30 ST;True;True;True;False;False;0.232534466;23.25344664
Manhattan;Hell's Kitchen;1026548;1;670;10;10 AVE;10036;670 10 AVE;True;True;True;False;False;0.16024096;16.02409602
Manhattan;Upper West Side-Lincoln Square;1028849;47;145;67;W  67 ST;10023;145 W  67 ST;True;False;False;False;True;0.948413271;94.84132709
Manhattan;Midtown-Times Square;1023461;15;128;57;W  57 ST;10019;128 W  57 ST;True;False;False;False;True;0.895014417;89.50144172
Manhattan;Hell's Kitchen;1026399;7;465;44;W  44 ST;10036;465 W  44 ST;True;False;True;False;True;0.850638875;85.06388751
Manhattan;Upper West Side (Central);1031220;4;63;83;W  83 ST;10024;63 W  83 ST;True;True;True;False;False;0.099748132;9.974813245
Manhattan;Chelsea-Hudson Yards;1013234;2;346;20;W  20 ST;10011;346 W  20 ST;True;True;True;False;False;0.201584483;20.15844827
Manhattan;Midtown-Times Square;1017201;4;23;37;E  37 ST;10016;23 E  37 ST;True;True;True;False;False;0.130715476;13.07154759
Manhattan;Upper West Side-Lincoln Square;1028506;9;11;69;W  69 ST;10023;11 W  69 ST;True;True;False;False;False;0.616301765;61.63017653
Manhattan;Upper West Side (Central);1031162;11;465;COLUMBUS;COLUMBUS AVE;10024;465 COLUMBUS AVE;True;False;False;False;True;0.805037235;80.5037235
Manhattan;Midtown South-Flatiron-Union Square;1017104;6;55;34;E  34 ST;10016;55 E  34 ST;True;False;False;False;True;0.689487752;68.94877521
Manhattan;Chelsea-Hudson Yards;1014152;2;226;7;7 AVE;10011;226 7 AVE;True;False;False;False;True;0.505999102;50.59991018
Manhattan;Upper West Side-Lincoln Square;1028530;1;211;COLUMBUS;COLUMBUS AVE;10023;211 COLUMBUS AVE;False;False;False;False;False;0.856536032;85.65360325
Manhattan;Hell's Kitchen;1026605;5;;;;;;True;False;False;False;True;0.546762747;54.67627469
Manhattan;Upper West Side (Central);1031211;4;20;83;W  83 ST;10024;20 W  83 ST;True;True;True;True;False;0.141412008;14.14120085
Manhattan;Hell's Kitchen;1012996;4;529;9;9 AVE;10018;529 9 AVE;True;False;False;False;True;0.708342136;70.83421362
Manhattan;Midtown South-Flatiron-Union Square;1015455;12;140;5;5 AVE;10011;140 5 AVE;True;False;False;False;True;0.800727959;80.07279588
Manhattan;Midtown-Times Square;1022614;5;125;43;W  43 ST;10036;125 W  43 ST;True;False;False;False;True;0.646644259;64.66442586
Manhattan;Upper West Side-Lincoln Square;1029770;4;124;71;W  71 ST;10023;124 W  71 ST;True;True;True;False;False;0.154886208;15.48862078
Manhattan;Chelsea-Hudson Yards;1013289;5;345;21;W  21 ST;10011;345 W  21 ST;True;True;True;False;False;0.185802456;18.58024563
Manhattan;Upper West Side-Lincoln Square;1030409;6;251;71;W  71 ST;10023;251 W  71 ST;True;False;False;False;True;0.79389545;79.389545
Manhattan;Chelsea-Hudson Yards;1013875;5;;;;;;True;False;False;False;True;0.210153315;21.01533146
Manhattan;Midtown-Times Square;1014428;13;213;35;W  35 ST;10001;213 W  35 ST;True;False;False;False;True;0.83807492;83.80749198
Manhattan;Upper West Side (Central);1031777;4;132;80;W  80 ST;10024;132 W  80 ST;True;True;False;False;False;0.10807181;10.80718099
Manhattan;Hell's Kitchen;1027129;4;605;48;W  48 ST;10036;605 W  48 ST;True;False;False;False;True;0.793716278;79.37162778
Manhattan;Hell's Kitchen;1026604;5;707;9;9 AVE;10019;707 9 AVE;True;False;False;False;True;0.610193934;61.01939337
Manhattan;Upper West Side-Lincoln Square;1029917;5;165;72;W  72 ST;10023;165 W  72 ST;True;False;False;True;True;0.632772331;63.2772331
Manhattan;Midtown South-Flatiron-Union Square;1015451;11;1;18;W  18 ST;10011;1 W  18 ST;True;False;False;False;True;0.807683864;80.76838636
Manhattan;Upper West Side (Central);1030887;16;201;77;W  77 ST;10024;201 W  77 ST;True;False;False;False;True;0.769895428;76.98954281
Manhattan;Upper West Side (Central);1031572;4;8;90;W  90 ST;10024;8 W  90 ST;True;True;True;False;False;0.13908446;13.90844605
Manhattan;Upper West Side (Central);1030885;3;205;77;W  77 ST;10024;205 W  77 ST;True;False;False;True;True;0.787114543;78.71145427
Manhattan;Midtown South-Flatiron-Union Square;1016115;7;11;17;E  17 ST;10003;11 E  17 ST;True;False;False;False;True;0.762124087;76.21240866
Manhattan;Upper West Side (Central);1031677;4;17;94;W  94 ST;10025;17 W  94 ST;True;True;True;True;False;0.648812787;64.88127872
Manhattan;Upper West Side (Central);1028710;4;21;74;W  74 ST;10023;21 W  74 ST;True;False;True;False;True;0.162987878;16.29878785
Manhattan;Chelsea-Hudson Yards;1013366;3;338;23;W  23 ST;10011;338 W  23 ST;True;True;False;False;False;0.624558625;62.45586252
Manhattan;Hell's Kitchen;1026401;6;;;;;;True;True;False;False;False;0.157489409;15.74894093
Manhattan;Upper West Side-Lincoln Square;1030397;3;;;;;;True;True;True;False;False;0.092877285;9.287728549
Manhattan;Upper West Side (Central);1030215;3;110;78;W  78 ST;10024;110 W  78 ST;True;True;True;False;False;0.141760964;14.17609641
Manhattan;Chelsea-Hudson Yards;1013775;6;205;15;W  15 ST;10011;205 W  15 ST;True;False;True;False;False;0.797008833;79.7008833
Manhattan;Chelsea-Hudson Yards;1013206;3;345;19;W  19 ST;10011;345 W  19 ST;True;True;False;False;False;0.133549111;13.35491113
Manhattan;Gramercy;1020407;4;;;;;;True;False;True;False;False;0.210494141;21.04941405
Manhattan;Upper West Side (Central);1030846;4;250;76;W  76 ST;10023;250 W  76 ST;True;True;True;False;False;0.172460343;17.24603431
Manhattan;Upper West Side (Central);1030159;4;180;76;W  76 ST;10023;180 W  76 ST;True;False;False;False;True;0.731929663;73.19296632
Manhattan;Upper West Side-Lincoln Square;1028834;5;140;66;W  66 ST;10023;140 W  66 ST;True;False;False;False;True;0.323354618;32.33546179
Manhattan;Upper West Side-Lincoln Square;1030956;5;335;71;W  71 ST;10023;335 W  71 ST;True;True;True;False;False;0.137081841;13.70818414
Manhattan;Chelsea-Hudson Yards;1013351;4;333;22;W  22 ST;10011;333 W  22 ST;True;True;True;False;False;0.38465305;38.46530505
Manhattan;Upper West Side (Central);1031241;4;58;84;W  84 ST;10024;58 W  84 ST;True;True;False;False;False;0.146868244;14.68682443
Manhattan;Gramercy;1017997;17;147;21;E  21 ST;10010;147 E  21 ST;True;False;False;False;True;0.841792023;84.17920226
Manhattan;Upper West Side (Central);1031520;4;32;89;W  89 ST;10024;32 W  89 ST;True;True;False;False;False;0.053630067;5.363006722
Manhattan;Upper West Side (Central);1031545;3;69;89;W  89 ST;10024;69 W  89 ST;True;True;True;False;False;0.053235962;5.323596169
Manhattan;Midtown South-Flatiron-Union Square;1016877;20;14;27;E  27 ST;10016;14 E  27 ST;True;False;False;False;True;0.639920109;63.99201089
Manhattan;Upper West Side (Central);1031384;20;40;86;W  86 ST;10024;40 W  86 ST;True;True;False;True;False;0.86151222;86.15122203
Manhattan;Hell's Kitchen;1026574;5;408;48;W  48 ST;10036;408 W  48 ST;True;True;True;False;False;0.228948313;22.89483125
Manhattan;Upper West Side (Central);1030275;3;103;78;W  78 ST;10024;103 W  78 ST;True;True;True;True;False;0.054994946;5.499494635
Manhattan;Midtown South-Flatiron-Union Square;1014341;6;241;30;W  30 ST;10001;241 W  30 ST;True;False;False;False;True;0.718800702;71.8800702
Manhattan;Chelsea-Hudson Yards;1013747;6;240;15;W  15 ST;10011;240 W  15 ST;True;True;True;False;False;0.725631594;72.56315944
Manhattan;Midtown South-Flatiron-Union Square;1016937;4;36;30;E  30 ST;10016;36 E  30 ST;True;False;True;False;True;0.860750315;86.07503154
Manhattan;Midtown South-Flatiron-Union Square;1014337;2;257;30;W  30 ST;10001;257 W  30 ST;True;False;False;False;True;0.338774797;33.87747968
Manhattan;Upper West Side-Lincoln Square;1029885;10;;;;;;True;False;True;False;True;0.517975439;51.79754388
Manhattan;Chelsea-Hudson Yards;1014757;12;132;21;W  21 ST;10011;132 W  21 ST;True;False;False;False;True;0.662205133;66.22051327
Manhattan;Gramercy;1020564;8;320;22;E  22 ST;10010;320 E  22 ST;True;False;False;False;True;0.636915879;63.69158791
Manhattan;Chelsea-Hudson Yards;1013500;5;342;30;W  30 ST;10001;342 W  30 ST;True;True;True;False;False;0.220199761;22.01997612
Manhattan;Chelsea-Hudson Yards;1014059;1;;;;;;True;True;True;False;False;0.77117257;77.11725701
Manhattan;Hell's Kitchen;1027097;3;;;;;;False;False;False;False;False;0.576462301;57.64623007
Manhattan;Upper West Side (Central);1031582;4;;;;;;True;True;True;False;False;0.130420075;13.04200755
Manhattan;Chelsea-Hudson Yards;1012687;3;431;22;W  22 ST;10011;431 W  22 ST;True;True;True;False;False;0.09533849;9.533848992
Manhattan;Hell's Kitchen;1026618;5;432;49;W  49 ST;10019;432 W  49 ST;True;True;True;False;False;0.214109304;21.41093038
Manhattan;Chelsea-Hudson Yards;1013845;5;148;8;8 AVE;10011;148 8 AVE;True;True;False;False;False;0.800530032;80.05300322
Manhattan;Gramercy;1019545;4;218;17;E  17 ST;10003;218 E  17 ST;True;False;True;False;False;0.158250339;15.82503389
Manhattan;Chelsea-Hudson Yards;1013339;5;202;9;9 AVE;10011;202 9 AVE;True;False;False;False;True;0.721825589;72.18255888
Manhattan;Gramercy;1018171;5;108;LEXINGTON;LEXINGTON AVE;10016;108 LEXINGTON AVE;True;True;False;False;False;0.627264103;62.72641031
Manhattan;Gramercy;1017941;5;112;20;E  20 ST;10003;112 E  20 ST;True;True;True;False;False;0.402587057;40.25870567
Manhattan;Hell's Kitchen;1026664;4;458;50;W  50 ST;10019;458 W  50 ST;True;True;True;False;False;0.154304585;15.4304585
Manhattan;Chelsea-Hudson Yards;1014056;5;256;21;W  21 ST;10011;256 W  21 ST;True;True;True;False;False;0.184479788;18.44797875
Manhattan;Midtown-Times Square;1014487;10;234;39;W  39 ST;10018;234 W  39 ST;True;False;False;False;True;0.827825316;82.78253162
Manhattan;Chelsea-Hudson Yards;1012822;4;256;10;10 AVE;10001;256 10 AVE;True;False;False;True;True;0.714530532;71.45305325
Manhattan;Chelsea-Hudson Yards;1013859;6;160;8;8 AVE;10011;160 8 AVE;True;False;False;False;True;0.760790052;76.07900525
Manhattan;Upper West Side-Lincoln Square;1028545;4;55;70;W  70 ST;10023;55 W  70 ST;True;True;True;False;False;0.161592605;16.15926048
Manhattan;Gramercy;1018058;3;136;24;E  24 ST;10010;136 E  24 ST;True;False;True;False;True;0.723300076;72.33000763
Manhattan;Upper West Side (Central);1030049;4;;;;;;True;False;False;False;True;0.639177195;63.91771953
Manhattan;Midtown South-Flatiron-Union Square;1015484;11;36;20;W  20 ST;10011;36 W  20 ST;True;False;False;False;True;0.858066002;85.80660024
Manhattan;Midtown-Times Square;1014482;5;;;;;;True;False;True;True;True;0.720106128;72.01061283
Manhattan;Upper West Side-Lincoln Square;1028606;4;55;71;W  71 ST;10023;55 W  71 ST;True;True;True;False;False;0.149657224;14.96572236
Manhattan;Chelsea-Hudson Yards;1014727;6;137;19;W  19 ST;10011;137 W  19 ST;True;False;False;False;True;0.858944727;85.89447269
Manhattan;Chelsea-Hudson Yards;1013283;3;357;21;W  21 ST;10011;357 W  21 ST;True;True;True;False;False;0.058851576;5.885157623
Manhattan;Chelsea-Hudson Yards;1012830;3;303;9;9 AVE;10001;303 9 AVE;True;False;True;False;False;0.120076524;12.00765238
Manhattan;Upper West Side-Lincoln Square;1028609;5;;;;;;True;False;False;False;True;0.140085633;14.00856335
Manhattan;Chelsea-Hudson Yards;1013536;4;413;8;8 AVE;10001;413 8 AVE;True;False;False;False;True;0.754647692;75.46476919
Manhattan;Gramercy;1020472;4;315;18;E  18 ST;10003;315 E  18 ST;True;True;True;False;False;0.156468584;15.64685844
Manhattan;Upper West Side (Central);1028737;4;47;74;W  74 ST;10023;47 W  74 ST;True;True;True;False;False;0.151061789;15.1061789
Manhattan;Upper West Side-Lincoln Square;1028239;14;27;67;W  67 ST;10023;27 W  67 ST;True;False;True;False;False;0.677401842;67.74018423
Manhattan;Midtown South-Flatiron-Union Square;1016259;9;26;22;E  22 ST;10010;26 E  22 ST;True;False;False;False;True;0.818815516;81.88155163
Manhattan;Upper West Side (Central);1028745;4;53;75;W  75 ST;10023;53 W  75 ST;True;True;True;True;False;0.152881151;15.28811507
Manhattan;Chelsea-Hudson Yards;1013786;5.5;236;16;W  16 ST;10011;236 W  16 ST;True;True;True;False;False;0.230814017;23.08140166
Manhattan;Upper West Side-Lincoln Square;1030973;4;347;71;W  71 ST;10023;347 W  71 ST;True;True;True;False;False;0.134098195;13.40981953
Manhattan;Midtown South-Flatiron-Union Square;1015713;5;;;;;;True;False;False;False;True;0.816996527;81.69965265
Manhattan;Chelsea-Hudson Yards;1014103;4;;;;;;True;True;False;False;True;0.662015046;66.20150463
Manhattan;Gramercy;1020456;4;312;18;E  18 ST;10003;312 E  18 ST;True;True;True;False;False;0.082955164;8.295516374
Manhattan;Gramercy;1017881;6;153;18;E  18 ST;10003;153 E  18 ST;True;True;True;False;False;0.171295803;17.12958035
Manhattan;Chelsea-Hudson Yards;1013228;3;324;20;W  20 ST;10011;324 W  20 ST;True;True;False;False;False;0.108707797;10.87077974
Manhattan;Chelsea-Hudson Yards;1012864;5;450;10;10 AVE;10018;450 10 AVE;True;False;True;False;False;0.671131158;67.1131158
Manhattan;Upper West Side (Central);1031357;6;49;85;W  85 ST;10024;49 W  85 ST;True;False;True;False;True;0.522223416;52.22234163
Manhattan;Gramercy;1017921;4;137;19;E  19 ST;10003;137 E  19 ST;True;True;True;False;False;0.128826093;12.88260932
Manhattan;Upper West Side (Central);1031948;5;421;AMSTERDAM;AMSTERDAM AVE;10024;421 AMSTERDAM AVE;True;False;False;False;True;0.129772371;12.97723706
Manhattan;Hell's Kitchen;1026629;5;462;49;W  49 ST;10019;462 W  49 ST;True;False;False;False;True;0.65349665;65.34966496
Manhattan;Chelsea-Hudson Yards;1013724;5;217;14;W  14 ST;10011;217 W  14 ST;True;True;True;False;False;0.752258804;75.22588043
Manhattan;Upper West Side (Central);1031126;3;;;;;;True;True;False;False;False;0.094734721;9.47347213
Manhattan;Midtown South-Flatiron-Union Square;1015059;4;295;7;7 AVE;10001;295 7 AVE;False;False;False;False;False;0.766210536;76.62105363
Manhattan;Upper West Side-Lincoln Square;1028255;10;74;68;W  68 ST;10023;74 W  68 ST;True;False;False;False;True;0.642722186;64.27221862
Manhattan;Upper West Side-Lincoln Square;1028551;5;41;70;W  70 ST;10023;41 W  70 ST;True;True;True;False;False;0.08075696;8.075696013
Manhattan;Gramercy;1017919;5;;;;;;True;False;True;False;False;0.120025336;12.00253364
Manhattan;Chelsea-Hudson Yards;1013199;3;;;;;;True;True;True;False;False;0.167274577;16.72745765
Manhattan;Upper West Side (Central);1031733;4;30;96;W  96 ST;10025;30 W  96 ST;True;True;True;False;False;0.14985399;14.985399
Manhattan;Upper West Side-Lincoln Square;1030374;4;212;71;W  71 ST;10023;212 W  71 ST;True;True;True;False;False;0.62540113;62.54011302
Manhattan;Upper West Side (Central);1031440;4;46;87;W  87 ST;10024;46 W  87 ST;True;True;True;False;False;0.156238948;15.62389483
Manhattan;Chelsea-Hudson Yards;1013881;5;209;18;W  18 ST;10011;209 W  18 ST;True;False;False;False;True;0.4707998;47.07997998
Manhattan;Hell's Kitchen;1026674;4;447;50;W  50 ST;10019;447 W  50 ST;True;False;False;False;True;0.188401225;18.84012252
Manhattan;Upper West Side (Central);1030198;4;135;77;W  77 ST;10024;135 W  77 ST;True;True;True;False;False;0.102003959;10.20039589
Manhattan;Upper West Side (Central);1031388;6;535;COLUMBUS;COLUMBUS AVE;10024;535 COLUMBUS AVE;True;False;False;True;True;0.696919226;69.69192261
Manhattan;Chelsea-Hudson Yards;1013869;3;;;;;;True;False;True;True;False;0.674912752;67.49127516
Manhattan;Upper West Side (Central);1031110;5;322;78;W  78 ST;10024;322 W  78 ST;True;True;True;False;False;0.139903612;13.9903612
Manhattan;Hell's Kitchen;1027047;5;714;11;11 AVE;10019;714 11 AVE;True;False;False;False;True;0.623401508;62.34015081
Manhattan;Hell's Kitchen;1026406;5;437;44;W  44 ST;10036;437 W  44 ST;True;True;True;False;False;0.223733255;22.37332547
Manhattan;Chelsea-Hudson Yards;1014021;5;237;20;W  20 ST;10011;237 W  20 ST;True;True;False;False;False;0.21342186;21.34218601
Manhattan;Upper West Side (Central);1031004;4;309;74;W  74 ST;10023;309 W  74 ST;True;True;True;False;False;0.27980714;27.98071399
Manhattan;Upper West Side-Lincoln Square;1028669;6;3;73;W  73 ST;10023;3 W  73 ST;True;True;True;False;False;0.432050982;43.20509816
Manhattan;Hell's Kitchen;1013005;4;410;40;W  40 ST;10018;410 W  40 ST;True;True;True;False;False;0.184182201;18.41822005
Manhattan;Gramercy;1017876;4;139;18;E  18 ST;10003;139 E  18 ST;True;True;True;False;False;0.056223875;5.622387541
Manhattan;Midtown South-Flatiron-Union Square;1017015;12;153;MADISON;MADISON AVE;10016;153 MADISON AVE;True;False;False;False;True;0.596204674;59.62046743
Manhattan;Hell's Kitchen;1027024;6;541;49;W  49 ST;10019;541 W  49 ST;True;True;True;False;False;0.150616471;15.06164707
Manhattan;Midtown-Times Square;1024784;7;242;49;W  49 ST;10019;242 W  49 ST;True;True;True;True;True;0.585380771;58.53807715
Manhattan;Upper West Side (Central);1031679;16;1;94;W  94 ST;10025;1 W  94 ST;True;False;False;False;True;0.617787481;61.77874807
Manhattan;Chelsea-Hudson Yards;1012568;5;;;;;;True;False;False;True;True;0.638572334;63.85723341
Manhattan;Gramercy;1017847;6;129;17;E  17 ST;10003;129 E  17 ST;True;True;True;False;False;0.217181388;21.71813876
Manhattan;Upper West Side (Central);1030089;4;148;75;W  75 ST;10023;148 W  75 ST;True;True;True;False;False;0.159969316;15.99693155
Manhattan;Midtown South-Flatiron-Union Square;1016921;25;;;;;;True;False;False;False;True;0.69138483;69.13848301
Manhattan;Chelsea-Hudson Yards;1013613;5;486;9;9 AVE;10018;486 9 AVE;True;False;False;False;True;0.685505829;68.55058294
Manhattan;Midtown South-Flatiron-Union Square;1016283;12;29;22;E  22 ST;10010;29 E  22 ST;True;False;False;False;True;0.834665801;83.4665801
Manhattan;Upper West Side (Central);1028811;6;23;76;W  76 ST;10023;23 W  76 ST;True;True;True;False;False;0.373801223;37.38012231
Manhattan;Upper West Side (Central);1031383;6;38;86;W  86 ST;10024;38 W  86 ST;True;True;True;False;False;0.505508645;50.5508645
Manhattan;Upper West Side (Central);1031363;5;35;85;W  85 ST;10024;35 W  85 ST;True;True;True;False;False;0.405768925;40.57689248
Manhattan;Upper West Side-Lincoln Square;1030027;4;;;;;;True;True;False;False;False;0.130873558;13.08735585
Manhattan;Midtown South-Flatiron-Union Square;1015816;14;3;31;W  31 ST;10001;3 W  31 ST;True;False;False;False;True;0.896442513;89.64425125
Manhattan;Midtown South-Flatiron-Union Square;1015523;6;53;21;W  21 ST;10010;53 W  21 ST;False;False;False;False;False;0.795388697;79.53886974
Manhattan;Midtown-Times Square;1017222;14;14;38;E  38 ST;10016;14 E  38 ST;True;True;True;False;False;0.874033427;87.40334272
Manhattan;Chelsea-Hudson Yards;1013994;5;230;20;W  20 ST;10011;230 W  20 ST;True;False;False;True;True;0.569540962;56.95409618
Manhattan;Midtown South-Flatiron-Union Square;1016093;9;;;;;;True;False;False;False;False;0.746703839;74.67038388
Manhattan;Midtown-Times Square;1022577;29;130;42;W  42 ST;10036;130 W  42 ST;True;False;False;False;True;0.717162492;71.7162492
Manhattan;Midtown-Times Square;1015227;7;124;36;W  36 ST;10018;124 W  36 ST;True;False;True;False;True;0.85127112;85.12711198
Manhattan;Midtown South-Flatiron-Union Square;1015610;12;48;25;W  25 ST;10010;48 W  25 ST;True;False;False;False;True;0.845931906;84.59319059
Manhattan;Upper West Side-Lincoln Square;1029961;5;167;72;W  72 ST;10023;167 W  72 ST;True;False;False;False;True;0.546044658;54.60446584
Manhattan;Midtown South-Flatiron-Union Square;1015579;8;24;24;W  24 ST;10010;24 W  24 ST;True;False;False;False;True;0.777272399;77.72723994
Manhattan;Midtown South-Flatiron-Union Square;1015284;4;51;14;W  14 ST;10011;51 W  14 ST;True;False;False;False;True;0.84381748;84.38174797
Manhattan;Upper West Side (Central);1028806;4;35;76;W  76 ST;10023;35 W  76 ST;True;False;True;False;False;0.145690477;14.56904768
Manhattan;Midtown South-Flatiron-Union Square;1015042;6;101;26;W  26 ST;10001;101 W  26 ST;True;False;False;False;True;0.778638889;77.86388893
Manhattan;Upper West Side-Lincoln Square;1029658;12;154;70;W  70 ST;10023;154 W  70 ST;True;False;False;False;True;0.668154827;66.81548274
Manhattan;Chelsea-Hudson Yards;1012395;6;510;27;W  27 ST;10001;510 W  27 ST;True;False;True;False;False;0.504068113;50.40681125
Manhattan;Upper West Side (Central);1030727;12;2124;BROADWAY;BROADWAY;10023;2124 BROADWAY;True;False;True;False;True;0.773877837;77.38778369
Manhattan;Chelsea-Hudson Yards;1013049;6;333;16;W  16 ST;10011;333 W  16 ST;True;False;False;True;True;0.191279815;19.12798147
Manhattan;Midtown South-Flatiron-Union Square;1015040;11;109;26;W  26 ST;10001;109 W  26 ST;True;False;False;False;True;0.851353348;85.13533482
Manhattan;Hell's Kitchen;1025251;5;798;9;9 AVE;10019;798 9 AVE;True;False;False;True;True;0.651244907;65.12449069
Manhattan;Gramercy;1019624;5;224;21;E  21 ST;10010;224 E  21 ST;True;True;True;False;False;0.291478427;29.1478427
Manhattan;Hell's Kitchen;1027000;5;514;48;W  48 ST;10036;514 W  48 ST;True;True;True;False;False;0.16412485;16.41248505
Manhattan;Midtown South-Flatiron-Union Square;1015638;7;29;26;W  26 ST;10010;29 W  26 ST;True;False;False;False;True;0.731225805;73.12258046
Manhattan;Chelsea-Hudson Yards;1014739;5;150;20;W  20 ST;10011;150 W  20 ST;True;False;False;True;True;0.809119673;80.91196734
Manhattan;Hell's Kitchen;1025214;4;344;52;W  52 ST;10019;344 W  52 ST;True;False;False;False;True;0.760367002;76.03670024
